TRACT,YR1999,YR2003,YR2005,YR2008q3,YR2010q4,YR2012q2,YR2013q3,YR2013q4,YR2018Q1,YR2018Q4,FIP
534100,144500,255000,325000,0,0,0,0,0,0,0,06037534100
534200,115495,260500,328000,339000,0,0,0,0,0,0,06037534200
534300,140000,196000,353000,262000,0,0,0,0,0,0,06037534300
534401,145000,235500,305000,179500,0,0,0,0,0,0,06037534401
534402,112500,257500,385000,287500,0,0,0,0,0,0,06037534402
534500,151802,231000,380000,175000,0,0,0,0,0,0,06037534500
534700,138500,250000,384000,135000,230000,235000,325000,319000,328000,391000,06037534700
534801,127202,192000,347500,198500,0,0,0,0,0,0,06037534801
534802,133500,232500,340000,106000,205000,237500,325000,170000,445000,415000,06037534802
534900,123000,200000,370000,0,250000,187000,151000,262500,785000,350250,06037534900
535000,87500,167500,312500,0,115000,0,0,0,0,0,06037535000
535101,98500,166500,330000,0,227000,179000,245000,220000,569000,338000,06037535101
535102,107227,179000,300000,0,134000,184000,155000,208000,367500,350000,06037535102
535200,90957,160500,325000,0,155000,168000,210000,226000,307750,344750,06037535200
535300,105000,180000,298000,305000,163500,155000,175000,187500,392500,455000,06037535300
535400,116047,159000,282500,0,107500,131000,135000,215000,362500,340000,06037535400
535500,126080,240000,357500,298000,0,0,0,0,0,0,06037535500
535601,129582,215000,370250,0,0,0,0,0,0,0,06037535601
535602,131000,226500,350000,326500,0,0,0,0,0,0,06037535602
535700,139021,250000,372500,313000,0,0,0,0,0,0,06037535700
535801,120000,231000,356000,330000,0,0,0,0,0,0,06037535801
535802,136000,228000,375000,325000,211250,197000,279000,265000,437000,454000,06037535802
535900,145000,232500,390000,0,0,0,0,0,0,0,06037535900
536000,124000,222500,392000,220000,205000,125500,242500,336750,412500,447500,06037536000
536100,142500,249250,390000,195000,0,0,0,0,0,0,06037536100
536200,149489,239500,387500,0,252000,261500,274000,235000,415000,435000,06037536200
540000,109680,218000,367500,215000,230000,207500,195500,271000,421500,395250,06037540000
540101,127000,238000,390000,262500,238500,233000,310000,280000,435000,515000,06037540101
540102,137250,225000,376500,217500,232500,227000,268000,290000,412500,400000,06037540102
540200,131198,195500,360000,275000,0,0,0,0,0,0,06037540200
540300,115000,181500,310000,547000,161500,188500,260000,260000,390500,390000,06037540300
540400,86500,170482,291500,387000,120000,126000,175000,230000,340000,405000,06037540400
540500,127000,211000,350000,217500,0,0,0,0,0,0,06037540500
540600,90000,156000,270000,270000,150000,199000,300000,245000,370000,412000,06037540600
540700,89500,176000,285000,200000,150000,157500,182500,190000,324000,424750,06037540700
540800,114500,197500,335000,183500,170000,200500,236000,255000,350000,415000,06037540800
540901,110000,173250,292000,183500,157500,160000,211750,255500,402500,390000,06037540901
540902,114000,180000,315000,0,220000,167000,235000,262500,403750,430000,06037540902
541001,125000,85000,346000,0,230000,220500,324500,375000,343000,475000,06037541001
541002,0,322500,515000,310000,365000,309500,338250,435909,500000,0,06037541002
541100,107197,184000,317500,0,160000,233000,227500,235000,487500,465000,06037541100
541200,100000,200000,310000,295000,190000,180000,258000,262500,389000,443000,06037541200
541300,110000,174500,300000,227000,180000,167500,230000,250000,374500,372500,06037541300
541400,105000,140000,271000,250000,152500,137500,181000,210000,330000,375000,06037541400
541500,84767,131000,291500,235000,120000,175000,170000,225000,350000,322500,06037541500
541601,124005,164000,310000,217000,0,0,0,0,0,0,06037541601
541602,92500,167000,310000,280000,0,0,0,0,0,0,06037541602
541700,116832,216000,380000,0,242500,240000,265000,300000,480000,462500,06037541700
541800,130000,206500,360000,0,0,0,0,0,0,0,06037541800
542000,115500,175000,332500,212000,255000,173750,219000,265000,400000,415000,06037542000
542101,99500,185000,322500,209000,217000,0,0,0,0,0,06037542101
542102,92000,165000,305500,185000,138000,0,0,0,0,0,06037542102
542200,105750,185000,325000,280000,225000,214000,265000,231500,234000,419500,06037542200
542401,99164,191000,350000,237500,195000,225000,225000,255000,390000,350000,06037542401
542402,120000,200000,355000,0,250000,140000,277000,258500,415000,427500,06037542402
542500,100000,169000,288000,0,0,0,0,0,0,0,06037542500
542600,101765,151000,291000,339500,0,0,0,0,0,0,06037542600
542700,106500,155000,295000,422500,153750,170000,205000,194000,364500,406000,06037542700
542800,115000,185000,330000,401750,194250,185000,200000,228000,373000,400000,06037542800
542900,125000,150000,280000,299500,170000,150000,189000,209000,363500,250000,06037542900
543000,116000,185000,335000,310000,247500,239500,240000,249500,395000,417000,06037543000
543100,110000,170000,315000,350000,203000,199000,253750,250000,400000,435000,06037543100
543200,118082,185500,298500,330000,0,0,0,0,0,0,06037543200
543301,190000,350000,522500,333750,0,0,0,0,0,0,06037543301
543303,178790,317000,385000,349500,305250,0,0,0,0,0,06037543303
543321,140641,284500,465000,497000,364250,265000,265000,326250,460000,530500,06037543321
543322,186000,338000,518500,400000,341250,298750,411000,410455,550000,582000,06037543322
543400,135000,260000,395000,345000,315000,248000,330000,319750,405000,395000,06037543400
543501,132500,275000,407000,345000,304500,215000,279000,268500,444500,455000,06037543501
543502,106100,212000,397500,415000,245000,182000,355000,318750,393000,434000,06037543502
543503,152000,233750,360500,290000,260000,245000,352500,329500,415000,575000,06037543503
543601,120000,297000,549000,366250,212500,220000,392500,375000,457500,443000,06037543601
543602,142000,287500,390000,0,185000,200000,312000,336250,448500,456000,06037543602
543603,263250,455000,630000,0,500000,425000,516500,530000,670000,685000,06037543603
543604,166414,320000,515000,300000,360000,340000,384000,390000,572000,600000,06037543604
543701,156000,0,0,200000,242500,265000,263500,362500,514000,485000,06037543701
543702,109755,281000,265000,320000,295500,246500,325000,360000,457000,515000,06037543702
543703,186000,355000,482000,319500,303000,294000,345500,355000,528000,535000,06037543703
543801,159000,326000,470000,309000,267000,269000,310000,398000,574500,500000,06037543801
543802,152000,300000,443000,382500,260000,291000,410000,307500,517000,542500,06037543802
543901,62000,130500,177600,425000,0,0,0,0,0,0,06037543901
543902,146259,271000,425000,440500,0,0,0,0,0,0,06037543902
544000,132000,248000,395000,422500,255500,0,0,0,0,0,06037544000
550000,131000,275000,378500,490000,289000,248000,269000,375000,0,467500,06037550000
550100,140302,272000,425000,385000,294000,299500,328000,319500,440000,480000,06037550100
550200,157542,275000,420000,478000,300000,0,0,0,0,0,06037550200
550300,153000,292500,429000,360000,293000,260000,342500,368000,455000,519000,06037550300
550400,170000,330000,499750,0,302250,305000,350000,373000,417500,521000,06037550400
550500,270000,425000,574091,375000,417000,380000,397500,390000,610000,726250,06037550500
550600,180000,362000,567500,375500,353500,0,0,0,0,0,06037550600
550700,194000,383000,550000,365000,383000,370000,455000,450000,615000,540750,06037550700
550800,209500,425000,610000,0,505000,400000,505000,475000,700000,733500,06037550800
550900,230250,405000,510000,359000,405000,0,0,0,0,0,06037550900
551000,229500,399500,589000,356000,400000,370000,542000,470000,699000,650000,06037551000
551100,134206,310000,370000,330000,263000,0,0,0,0,0,06037551100
551200,180000,310000,525000,271000,0,0,0,0,0,0,06037551200
551300,157500,122000,410500,318500,300000,123750,121000,301000,397750,249500,06037551300
551400,168500,320000,480000,263000,395000,0,0,0,0,0,06037551400
551500,167500,305000,535000,274000,354000,0,0,0,0,0,06037551500
551600,0,0,0,285500,0,0,0,0,0,0,06037551600
551700,160000,312500,490000,0,295000,300000,350000,391500,465000,525000,06037551700
551800,172900,302000,460000,315000,365000,279000,380000,372000,470000,506000,06037551800
551900,139000,265000,350000,335000,257000,260000,317500,333000,335000,491000,06037551900
552000,133205,270000,415000,355000,242500,0,0,0,0,0,06037552000
552100,141000,271250,395000,335000,277318,259000,343500,315000,454750,462500,06037552100
552200,123000,240000,365000,361000,213500,188000,251500,260000,471000,414500,06037552200
552300,136000,237500,415500,364000,245000,0,0,0,0,0,06037552300
552400,127545,245000,410000,460000,247500,202500,312500,350000,467500,449000,06037552400
552600,117364,229500,355000,359900,0,0,0,0,0,0,06037552600
552700,140000,256000,415000,0,267000,266000,307500,338750,454000,480000,06037552700
552800,153750,285000,410000,0,270000,265000,312500,360000,450000,490000,06037552800
552900,145500,273500,442000,0,265000,284000,360000,335000,516000,480000,06037552900
553000,149650,285000,440000,0,255000,269000,320000,325000,475000,467500,06037553000
553100,166645,319500,460000,0,283000,345000,357500,353250,510000,510000,06037553100
553200,164000,285500,478500,0,320500,308000,357500,397000,504000,576500,06037553200
553300,176500,302500,520000,0,320000,330000,399000,352500,512750,505000,06037553300
553400,142382,262500,380000,0,305000,235000,280000,334500,425000,460000,06037553400
553500,91500,175000,315000,320000,0,0,0,0,0,0,06037553500
553600,90208,187500,310000,415000,0,0,0,0,0,0,06037553600
553700,122500,233000,347000,0,0,0,0,0,0,0,06037553700
553800,81495,185000,300000,600000,0,0,0,0,0,0,06037553800
553900,129500,216750,326000,620000,0,0,0,0,0,0,06037553900
554000,155664,315000,465000,485000,0,0,0,0,0,0,06037554000
554100,149626,275000,370000,574950,0,0,0,0,0,0,06037554100
554200,150000,285500,415000,540000,0,0,0,0,0,0,06037554200
554300,130000,265000,429000,552500,260000,0,0,0,0,0,06037554300
554401,167000,280000,527000,737500,327500,0,0,0,0,0,06037554401
554402,110000,241000,381000,584500,0,0,0,0,0,0,06037554402
554511,244500,442500,505000,805000,548000,531000,615000,539000,680000,580000,06037554511
554512,251250,485000,659000,585000,637500,550000,675000,672500,745000,975000,06037554512
554513,281250,358500,550000,476000,365000,366000,497500,447500,505500,689000,06037554513
554514,137012,240000,350000,345000,238000,527500,432500,417000,375000,600000,06037554514
554515,245000,433000,625000,315000,505000,475000,535000,546000,697500,682000,06037554515
554516,283000,455000,637000,179500,670000,527500,565000,620000,665000,815000,06037554516
554517,238000,471000,644000,425000,555000,522000,610000,589000,700000,740000,06037554517
554518,233000,482500,639500,377500,532500,565000,641250,602000,738000,777500,06037554518
554519,365250,567000,785000,0,623750,627500,622500,930000,690000,887500,06037554519
554521,230000,428500,663500,297500,535000,440000,530000,543500,650000,668500,06037554521
554522,245000,425500,637500,0,531500,457500,588000,635000,691500,635000,06037554522
554600,132000,300500,415000,567500,289750,326500,350000,376250,395000,573500,06037554600
554700,119745,265000,392500,220500,260000,215750,255000,340000,485000,450000,06037554700
554801,109587,270000,300000,210000,160000,157000,437500,316000,349000,380000,06037554801
554802,180000,317000,498750,389500,367500,356000,385750,380000,511500,518000,06037554802
554900,195454,310000,465000,408000,333000,302500,382750,325000,510000,635000,06037554900
555000,157500,319000,482500,370000,0,0,0,0,0,0,06037555000
555102,110000,235000,339500,357500,165750,220000,247000,320000,355000,400000,06037555102
555198,163750,302500,412500,0,0,0,0,0,0,0,06037555198
555202,278000,459500,645500,260000,491000,520000,520000,406000,765000,620000,06037555202
555211,92000,180000,325000,267500,190000,180000,299500,260000,320000,540000,06037555211
555212,85000,200000,285000,0,207250,167500,235000,238000,316000,418000,06037555212
570001,175000,330750,495000,0,347500,384000,441750,370500,555000,582500,06037570001
570002,170000,318750,500000,0,365000,330000,363000,400000,531500,555000,06037570002
570003,173573,334500,494250,0,365000,344500,417750,410000,539000,547500,06037570003
570100,157709,305000,457500,407000,316000,280000,447750,375000,496500,505500,06037570100
570201,127814,229000,402500,409500,0,0,0,0,0,0,06037570201
570202,130000,248750,370000,410000,260000,242500,310000,304750,458000,474000,06037570202
570301,140750,270000,380000,425000,245500,242500,295000,310000,0,474500,06037570301
570302,111588,228500,377500,380000,0,0,0,0,0,0,06037570302
570400,127000,231500,390000,444500,0,0,0,0,0,0,06037570400
570500,127000,249591,395500,428500,0,0,0,0,0,0,06037570500
570600,115000,239500,361000,405000,0,0,0,0,0,0,06037570600
570701,175500,335000,489000,475000,355000,335000,420000,426000,570000,597000,06037570701
570702,198000,346000,490750,435000,378000,387000,411000,435000,560000,485000,06037570702
570800,180000,343000,475000,417500,350000,355500,410000,380000,558000,550000,06037570800
570901,189000,376000,519000,375000,376250,359500,439000,463000,600000,575000,06037570901
570902,185500,345000,509000,412000,359000,400000,425000,453750,572500,575500,06037570902
571000,200000,365000,524000,0,445000,405000,440000,450000,585000,641000,06037571000
571101,188886,349500,527000,0,375000,353000,445000,442500,570000,574500,06037571101
571102,191250,355000,505000,570000,391000,331250,470000,420250,660000,612750,06037571102
571200,247000,480000,579500,545000,565000,440000,525000,550000,620000,739000,06037571200
571300,183750,358500,522500,446250,410000,393500,430000,455500,563000,640000,06037571300
571400,182250,350000,530000,388750,375000,337500,415000,427500,580000,585000,06037571400
571501,167750,339000,483000,395000,372500,0,0,0,0,0,06037571501
571502,171500,297000,547500,350000,349500,350000,336000,447500,516500,568000,06037571502
571600,79508,0,515000,384500,0,0,0,0,0,0,06037571600
571700,110500,210000,347500,0,0,0,0,0,0,0,06037571700
571800,282000,440000,745000,341000,650000,609000,612000,685000,700000,975000,06037571800
571900,234000,518500,591500,104000,426000,553000,560000,570000,772500,701500,06037571900
572001,205000,435000,575000,290000,415000,432500,500000,517750,630000,634000,06037572001
572002,91000,190000,385000,275500,195000,203000,285000,317500,460000,450000,06037572002
572100,160000,220500,399000,0,260000,290000,333000,383000,257000,0,06037572100
572201,164000,295000,490000,290000,250000,310000,345000,355000,466000,483000,06037572201
572202,155000,307500,449500,0,350000,334000,425000,405000,591000,532500,06037572202
572300,116000,228500,367000,378000,0,0,0,0,0,0,06037572300
572400,156000,260000,448500,250000,240000,30500,389000,0,415000,530000,06037572400
572500,49531,80000,171000,281250,78000,146000,152000,145500,192000,245000,06037572500
572600,121545,250000,440000,190000,255000,250000,327500,349000,380000,500000,06037572600
572700,119000,253000,385000,0,286000,215000,300000,321000,447000,495000,06037572700
572800,0,0,0,0,0,0,0,0,0,0,06037572800
572900,123000,215000,385000,492500,260000,218000,287500,307000,425000,459000,06037572900
573000,138476,287341,445500,432500,0,0,0,0,0,0,06037573000
573100,157000,322500,485000,488750,296500,297000,330000,332500,550000,565000,06037573100
573201,103000,170000,415000,0,170000,205000,142500,215000,325000,442000,06037573201
573202,110000,220000,382500,690000,262250,211000,325000,315000,441000,445000,06037573202
573300,106500,239000,301000,465909,0,156000,287500,277000,513750,330000,06037573300
573400,136000,270000,440000,449000,0,0,0,0,0,0,06037573400
573500,0,0,0,445000,0,0,0,0,0,0,06037573500
573600,193618,380000,544500,456750,468500,0,0,0,0,0,06037573600
573700,179000,380000,562000,530000,412500,395000,504000,465000,625000,612500,06037573700
573800,192500,380000,554500,492000,381000,360000,508500,522000,655000,620000,06037573800
573901,0,0,0,488500,0,0,0,0,0,0,06037573901
573902,276000,490000,344000,0,192750,275000,741000,420000,780000,800000,06037573902
574000,200000,429000,635000,935000,482000,510000,535000,520000,717500,734500,06037574000
574100,195500,370250,540000,0,424000,380000,477500,470000,647000,640500,06037574100
574201,204000,370000,537500,880000,435500,360000,470500,468500,668500,623500,06037574201
574202,200000,355000,508000,517500,0,350000,543000,460000,640000,600000,06037574202
574300,220000,393500,600000,370000,435000,450000,530000,525000,707750,715000,06037574300
574400,219500,416250,552500,344500,477500,437500,530000,523500,666000,674000,06037574400
574500,211000,404500,627500,395000,424000,449000,540000,559000,701000,703500,06037574500
574601,0,0,0,0,0,0,0,0,0,0,06037574601
574602,262500,785000,600000,0,324000,652500,500000,784000,512000,996500,06037574602
574700,0,0,0,175000,0,0,0,0,0,0,06037574700
574800,465000,695000,392500,0,620000,207500,750000,770000,324500,1015000,06037574800
574901,208000,392750,590000,0,440000,460000,540000,544500,575000,657000,06037574901
574902,154000,295000,457500,0,356000,295000,385000,275000,668000,307000,06037574902
575001,163500,255000,399750,0,355000,285500,270000,345000,430000,480000,06037575001
575002,165000,347500,479500,0,349000,330000,425000,415000,562500,577500,06037575002
575100,78805,226250,355000,0,0,0,0,0,0,0,06037575100
575200,64570,152000,345000,485000,0,0,0,0,0,0,06037575200
575300,108552,187500,337000,442000,177500,0,191000,397000,0,384000,06037575300
575400,60370,187000,232500,292500,0,0,0,0,0,0,06037575400
575500,0,0,0,304545,0,0,0,0,0,0,06037575500
575600,0,0,0,0,0,0,0,0,0,0,06037575600
575700,0,0,0,0,0,0,0,0,0,0,06037575700
575800,87500,206250,250000,0,0,0,0,0,0,0,06037575800
575900,65773,175000,300000,451000,0,0,0,0,0,0,06037575900
576000,60500,131000,303000,0,245000,0,0,0,0,0,06037576000
576100,163500,340000,400000,0,272500,0,0,0,0,0,06037576100
576200,75000,224500,300000,352500,390000,189000,257500,180000,297000,582000,06037576200
576300,79500,237000,317000,429500,240000,0,0,0,0,0,06037576300
576400,90000,207750,285000,467000,0,0,0,0,0,0,06037576400
576500,67068,210000,340000,667000,0,0,0,0,0,0,06037576500
576600,235000,584000,637500,845000,0,0,0,0,0,0,06037576600
576700,156500,325000,560000,810000,372500,382500,436000,479000,423750,528500,06037576700
576800,168250,273000,415000,1900000,0,0,0,0,0,0,06037576800
576900,99000,223000,354500,527500,0,0,0,0,0,0,06037576900
577000,108956,282500,323000,623500,415000,305000,265000,385000,430000,568500,06037577000
577100,204500,300500,540000,627000,434000,475000,506500,612500,462000,765000,06037577100
577200,170904,510000,443000,1300000,670000,419000,380000,410000,647500,620000,06037577200
577300,352000,595000,850000,0,644750,702500,650000,729000,1007500,1006250,06037577300
577400,351250,675000,810000,237000,615000,497500,785000,1100000,1008000,825000,06037577400
577501,382250,757500,1163500,0,725000,1130000,812500,980000,1275000,1420000,06037577501
577502,420500,752500,1005000,0,1350000,0,0,0,0,0,06037577502
577601,188000,374000,485000,214750,239000,0,0,0,0,0,06037577601
577602,330000,554000,674750,271000,400000,625000,635000,665000,749500,700000,06037577602
577603,365000,499000,718977,315000,600000,720000,756250,655000,957500,797000,06037577603
599000,245000,415000,715000,364909,565000,462500,428000,466000,560000,597500,06037599000
599100,57500,425000,575000,370000,0,0,0,0,0,0,06037599100
600100,103621,172750,283000,505000,189250,132750,227000,215000,335750,450000,06037600100
600201,84266,190000,300000,0,185000,85000,223000,212000,405000,220000,06037600201
600202,121000,170000,340000,0,210000,254000,225000,260500,405000,447500,06037600202
600301,89000,172500,305000,390500,155000,0,0,0,0,0,06037600301
600302,130070,218000,355000,395000,200500,212500,302500,290000,505000,497000,06037600302
600400,145000,262000,417500,411000,269500,264250,310500,323500,430000,513000,06037600400
600501,157000,279500,430000,166500,284500,259000,300000,290000,565000,600000,06037600501
600502,155000,305000,421500,260000,292000,290000,224000,330000,0,500000,06037600502
600601,160000,268000,480000,250000,331000,290000,290000,385500,525000,620000,06037600601
600602,131723,0,406000,0,0,0,264500,340000,0,0,06037600602
600701,153000,227000,382500,0,0,0,0,0,0,0,06037600701
600702,168000,330000,475000,270000,382500,326500,356500,369000,675000,655000,06037600702
600801,151500,275000,448000,307500,270000,251000,330000,375000,565000,690000,06037600801
600802,194000,375000,410000,245000,327000,286750,0,344500,0,306000,06037600802
600902,95807,188500,317500,337500,100000,155000,198250,222250,341250,495000,06037600902
600911,137487,250000,442000,469000,318250,216000,379500,347500,603500,830000,06037600911
600912,118000,214750,385000,247500,214000,177750,290000,281250,580000,577500,06037600912
601001,71000,461000,190000,212500,205000,272500,0,0,397000,450000,06037601001
601002,123000,184500,273000,227500,119750,124500,228000,195000,300000,289000,06037601002
601100,110000,182500,340000,311000,0,106000,207000,198500,425000,129000,06037601100
601202,138000,300000,400000,0,237000,220000,265000,345000,505000,500000,06037601202
601211,110000,211000,250000,263000,190500,80250,0,285000,460000,459000,06037601211
601212,107500,158000,255000,190000,150000,156000,129500,178750,440000,410000,06037601212
601301,227500,371750,499000,0,330000,345000,403000,427500,698000,818500,06037601301
601302,85000,145000,275000,260000,141250,91500,180000,140000,420000,433000,06037601302
601303,75882,152500,276500,0,83000,90000,122500,152500,385000,399000,06037601303
601401,87000,187500,245000,300500,185000,277500,193000,206545,370000,467500,06037601401
601402,130500,264000,435000,0,205000,218000,260000,315000,460000,470000,06037601402
601500,122500,249500,320000,0,0,0,0,0,0,0,06037601500
601600,116000,230000,346000,450000,0,250000,306000,0,390000,555000,06037601600
601700,146000,245000,347500,395000,240000,217000,182000,249000,370000,514500,06037601700
601800,139954,178000,350000,604750,0,0,0,0,0,0,06037601800
601900,78000,214000,367000,0,184000,225000,240000,0,435000,550000,06037601900
602001,128357,238000,404500,382500,0,0,0,0,0,0,06037602001
602002,129500,244000,370000,320000,230000,227000,287500,360000,485000,551000,06037602002
602101,130000,270000,415000,425000,0,0,0,0,0,0,06037602101
602102,149146,335000,499000,549000,0,0,0,0,0,0,06037602102
602200,165000,349000,535000,368500,415250,370000,502500,397500,736000,688500,06037602200
602301,165000,345000,500000,325000,399000,347500,497500,430000,660000,710000,06037602301
602302,270000,452000,620000,325000,540000,517500,629500,614000,815000,829500,06037602302
602401,160000,274500,465500,254500,0,0,0,0,0,0,06037602401
602402,162250,325000,490000,412500,343500,332000,400000,387000,610000,520000,06037602402
602501,121000,242500,406000,0,294500,0,0,0,0,0,06037602501
602502,116250,250000,396500,0,268000,0,0,0,0,0,06037602502
602503,121500,255000,400000,540500,285500,0,0,0,0,0,06037602503
602600,168500,305000,444500,0,300000,300000,365000,366500,535000,530000,06037602600
602700,151500,295000,461000,367500,260000,300000,347000,352500,597500,542000,06037602700
602800,128651,255000,375000,370000,245000,0,0,0,0,0,06037602800
602900,132000,225000,380000,406000,250000,275000,219000,287500,421500,435000,06037602900
603001,147750,287000,445000,0,257500,320000,365000,363000,442500,567500,06037603001
603002,119750,212500,400000,450000,0,0,0,0,0,0,06037603002
603100,150000,300000,442500,390000,0,0,0,0,0,0,06037603100
603200,151000,303500,603750,365000,390000,309000,436000,453500,560000,600000,06037603200
603300,155000,296000,400000,290000,0,0,0,0,0,0,06037603300
603400,132250,324500,380000,380000,275000,232500,378750,316000,460000,570000,06037603400
603500,155000,332500,437450,437500,305000,296000,375000,327000,536000,575000,06037603500
603600,160000,315000,450000,0,338000,288000,345000,342500,524000,552500,06037603600
603701,162500,342500,475000,0,0,0,0,0,0,0,06037603701
603702,177000,357500,520000,0,392500,370000,455000,467000,615000,645000,06037603702
603800,144000,270500,390000,1531750,290000,0,0,0,0,0,06037603800
603900,153500,173000,351500,1725000,252000,240000,350000,200000,362000,480000,06037603900
604000,126500,292500,459000,1760454,316500,0,0,0,0,0,06037604000
604100,152000,298750,505000,895000,297500,260000,421000,355455,510000,584000,06037604100
609900,268000,310000,574000,735000,392750,295000,390000,448500,483500,612500,06037609900
620000,313250,594500,730000,545000,0,0,0,0,0,0,06037620000
620100,300000,549000,820000,725000,0,0,0,0,0,0,06037620100
620200,579000,1149000,1500000,469750,0,0,0,0,0,0,06037620200
620301,638000,1015500,1525000,567000,1335000,1560000,1670000,1750000,1925000,2350000,06037620301
620302,640000,1065250,1445000,724500,1330000,0,0,0,0,0,06037620302
620303,646750,1000000,1575500,752000,1205000,1414500,1767500,1577750,2360000,2810000,06037620303
620400,423000,777500,1100000,1550000,905000,885000,1130000,933500,1545000,1180000,06037620400
620501,285000,575000,745250,2300000,674500,605000,817500,645000,1210000,1084500,06037620501
620521,257750,459000,700000,2140000,570000,560000,585500,609500,797000,1049000,06037620521
620522,293500,603500,759750,832500,585000,495000,750000,720000,1146500,999000,06037620522
620601,235000,492500,654000,1350000,342250,557500,625000,685000,900000,819500,06037620601
620602,295750,425000,695000,0,601000,622000,637000,695000,897500,904000,06037620602
620701,306250,522500,739000,882500,613500,667500,700000,699000,925000,1165000,06037620701
620702,325000,563250,784500,435000,683000,677000,825000,828500,1040000,1050000,06037620702
620800,517500,1070000,1415000,628000,985750,1393000,1510000,1300000,1680000,1887000,06037620800
620901,722500,1725000,1950000,797000,2175000,1360000,1624250,1760000,2111000,3750000,06037620901
620902,725000,1489000,1494000,950000,1625000,0,0,0,0,0,06037620902
621001,309000,690500,800000,960000,812000,770000,938500,798000,1335000,1006000,06037621001
621002,517500,897500,1469500,409545,1240500,2314500,2445000,1200000,643500,8650000,06037621002
621100,399500,785000,1050000,480000,0,0,0,0,0,0,06037621100
621201,367500,558000,870000,495000,682500,735000,890000,920000,1265000,962500,06037621201
621202,305000,505000,580000,505000,497500,0,0,0,0,0,06037621202
621301,269000,500000,851000,481000,800500,503000,792250,760000,1281250,1067500,06037621301
621321,288000,562500,612500,501500,677000,0,0,0,0,0,06037621321
621322,442000,870000,836000,577500,782500,0,0,0,0,0,06037621322
621400,382000,670000,830500,592000,710000,601000,864500,746750,1252500,1385000,06037621400
650001,192000,370000,579000,635000,487750,380250,504000,515000,724750,689000,06037650001
650002,230000,291500,527500,510000,475000,0,0,0,0,0,06037650002
650101,225000,410750,603500,612000,415000,505000,587500,535000,638500,738750,06037650101
650102,220000,380000,590000,974818,485000,430000,481500,235000,687000,677500,06037650102
650200,214200,385000,546000,614000,469000,404500,531000,524000,695000,674500,06037650200
650300,227250,412000,544500,672500,497500,422500,504500,488500,705000,765000,06037650300
650400,270000,495000,725000,482750,591000,0,0,0,0,0,06037650400
650501,277000,529500,730000,477500,660000,605000,618000,680000,800000,860000,06037650501
650502,301000,535000,670000,455000,675000,675000,762750,845750,908000,940000,06037650502
650601,269500,420000,645000,650000,668000,0,0,0,0,0,06037650601
650602,308000,549000,701363,729000,691500,622500,670000,710000,879000,860000,06037650602
650603,429000,722000,807500,725000,522500,835000,702500,810000,960000,949000,06037650603
650701,312000,515000,729250,372500,290000,555500,637000,672500,1067500,725000,06037650701
650702,303000,520000,685000,711250,667000,600000,642000,744000,870000,949500,06037650702
650800,267750,372000,642000,530000,468000,440500,510000,501000,660000,670000,06037650800
650901,175000,350000,585000,597500,418000,340000,535000,458000,670500,635000,06037650901
650902,200000,439000,619000,850000,418000,400000,524000,487500,675000,667500,06037650902
651001,263600,503000,688000,900000,670000,536000,660000,696000,690000,802500,06037651001
651002,252000,515000,675000,729000,501000,577500,558250,672500,790000,795000,06037651002
651101,372500,555000,675000,525000,665000,675000,515000,736500,1017500,850000,06037651101
651102,183000,240000,542500,502500,535000,330000,356000,370000,471250,546750,06037651102
651201,320000,635250,805000,332500,679000,649500,765000,1112000,890000,1139000,06037651201
651221,338000,580000,879000,416000,595000,502500,665000,640000,890000,720000,06037651221
651222,343000,567250,760000,580000,333000,673750,744000,633500,913000,900000,06037651222
651301,540000,696250,991000,1124750,890000,0,0,0,0,0,06037651301
651302,468000,713500,975000,1250000,725000,810750,892000,924000,1205000,1236500,06037651302
651400,287500,495000,725000,1390000,615000,0,0,0,0,0,06037651400
670001,226000,375000,505000,1333250,494500,367000,475000,262000,640000,635000,06037670001
670002,194000,392000,545000,0,400000,494500,479000,499000,692000,615000,06037670002
670003,218000,396000,605000,900000,426000,423750,449000,418000,589500,652500,06037670003
670100,245000,368500,513000,0,332000,467000,430000,450000,531500,482500,06037670100
670201,305000,785000,1050000,2586000,795500,1200000,797500,955000,1599500,1607000,06037670201
670202,548750,835000,960000,1289500,1099500,952500,1283000,1015000,1390750,1200000,06037670202
670301,650000,1375000,1360000,1220181,1100000,0,0,0,0,0,06037670301
670321,830000,1330000,1895000,771250,1989000,0,0,0,0,0,06037670321
670322,645000,1175000,1495000,524500,1200000,0,0,0,0,0,06037670322
670402,377000,819000,910000,502000,0,0,0,0,0,0,06037670402
670411,462500,749000,950000,945000,862000,845000,918500,965000,1250000,1150000,06037670411
670412,535000,790000,1185000,550000,0,0,0,0,0,0,06037670412
670500,1487500,1712500,2366500,4307000,2262500,2200000,1680500,2025000,2464750,2700000,06037670500
670600,554500,867000,1305500,2625000,879000,0,0,0,0,0,06037670600
670701,227500,553000,774500,1000000,605000,568250,665000,601000,885000,804000,06037670701
670702,479000,835000,1215000,1488500,907500,900000,1235000,1250000,1440000,1272500,06037670702
700100,227500,457500,730000,1973500,408000,0,0,0,0,0,06037700100
700200,187000,418500,496000,1281250,512500,530000,625000,742000,701000,780000,06037700200
700300,169750,332500,503000,0,400000,361500,497500,538000,711000,675000,06037700300
700400,367250,537250,885000,3232500,587500,747000,950000,1230000,1623636.5,1772000,06037700400
